,t,f1,f2,f3,f4,f5,f6
424,4.24,30.0,30.0,0.0,0.0,0.0,0.0
425,4.25,30.0,30.0,0.0,0.0,0.0,0.0
426,4.26,30.0,30.0,0.0,0.0,0.0,0.0
427,4.2700000000000005,30.0,30.0,0.0,0.0,0.0,0.0
428,4.28,30.0,30.0,0.0,0.0,0.0,0.0
429,4.29,30.0,30.0,0.0,0.0,0.0,0.0
430,4.3,30.0,30.0,0.0,0.0,0.0,0.0
431,4.3100000000000005,30.0,30.0,0.0,0.0,0.0,0.0
432,4.32,30.0,30.0,0.0,0.0,0.0,0.0
433,4.33,30.0,30.0,0.0,0.0,0.0,0.0
434,4.34,30.0,30.0,0.0,0.0,0.0,0.0
435,4.3500000000000005,30.0,30.0,0.0,0.0,0.0,0.0
436,4.36,30.0,30.0,0.0,0.0,0.0,0.0
437,4.37,30.0,30.0,0.0,0.0,0.0,0.0
438,4.38,30.0,30.0,0.0,0.0,0.0,0.0
439,4.39,30.0,30.0,0.0,0.0,0.0,0.0
440,4.4,30.0,30.0,0.0,0.0,0.0,0.0
441,4.41,30.0,30.0,0.0,0.0,0.0,0.0
442,4.42,30.0,30.0,0.0,0.0,0.0,0.0
443,4.43,30.0,30.0,0.0,0.0,0.0,0.0
444,4.44,30.0,30.0,0.0,0.0,0.0,0.0
445,4.45,30.0,30.0,0.0,0.0,0.0,0.0
446,4.46,30.0,30.0,0.0,0.0,0.0,0.0
447,4.47,30.0,30.0,0.0,0.0,0.0,0.0
448,4.48,30.0,30.0,0.0,0.0,0.0,0.0
449,4.49,30.0,30.0,0.0,0.0,0.0,0.0
450,4.5,30.0,30.0,0.0,0.0,0.0,0.0
451,4.51,30.0,30.0,0.0,0.0,0.0,0.0
452,4.5200000000000005,30.0,30.0,0.0,0.0,0.0,0.0
